Event, ele_E, ele_Px, ele_Py, ele_Pz,  pos_E, pos_Px, pos_Py, pos_Pz
0, 91962.7, -21259.4, -22433.4, 86613.6, 36525.5, 8271.76, 34099.4, 10145.3
1, 267211, 12886.5, 60500, 259953, 122373, 865.726, -30624.4, 118476
2, 79851.3, 6823.22, 49401.9, 62362.9, 38865.8, 3582.75, -35408.9, 15618.2
3, 77850.1, -23164.9, 16155.6, 72546.7, 30229.5, 26264.7, 1334.05, -14906.6
4, 28483.8, 27169.7, -4026.82, -7544.32, 143216, -26110.4, 6296.78, -140675
5, 158901, 1185.78, 42107.2, -153216, 49365.2, 13627.2, -31425.1, -35548.3
6, 114518, -34655.5, 24573, 106346, 32437.8, 30006.7, -4996.94, 11262.4
7, 56879.4, -36950.9, -14774.1, -40640.1, 146722, 39238.5, 11906.2, -140876
8, 44749.6, -24780.5, -33037.1, 17233.6, 55434.2, 20819.6, 48543.4, 16823.6
9, 150649, 36105.4, 13138.9, 145667, 126026, -50058, 1126.9, 115652
10, 117935, 28130.6, 30239.5, -110467, 248934, -31308.3, -32573.8, -244800
11, 51073.5, -32875.7, 16562.1, -35403.1, 85335.6, 45794.1, -21384.5, -68758.7
12, 43322.1, 33197.2, -27533.8, 4078.76, 62368.4, -22735.2, 42986.7, 39052.1
13, 69938.6, 38519.2, 24631.4, 52924.2, 38307.2, -28105.9, -25505.7, 5191.87
14, 150358, 11394.4, -35908.8, -145561, 172345, -25011, 37771.9, -166285
15, 34810.6, -25057.4, 7863.34, 22849, 169398, 65788.4, 91006.9, 126827
16, 82534, -9267.69, 26003.3, 77780.4, 30824.5, 3229.39, -29676.3, -7683.46
17, 63852.4, -41369.2, 12753.1, 46937, 78626, 43086, -19424, 62835.9
18, 55698, -51401.5, 4570.04, -20958.6, 37527.7, 36830.1, -6550.9, -2992.31
19, 132059, -33076.9, -4594.63, -127767, 56937.7, 42882.4, -5046.76, -37115.1
20, 58873.5, -318.124, 49566.5, -31767, 74501.2, -35496.5, -29765.4, -58347.6
21, 41076.8, 29832.5, -6714.14, -27427, 47522.1, -34134.7, 9193.62, 31759.3
22, 145023, -43390, 10584.4, -137974, 160068, 47636.3, -9736.92, -152505
23, 50682.3, -32292.1, -35347.7, 16627.1, 36483, 31398.2, 245.801, 18576.8
24, 40023.8, -32756, -12412, 19362.1, 53860.3, 49253.7, -6018.36, -20947.1
25, 67837.9, -14938.1, -29113.4, 59424.3, 77926.5, 39151.2, 33025.3, 58728.7
26, 66056.9, -31583.8, -28396.7, -50592.6, 77743.2, 33114.9, 27996.1, -64526.2
27, 93846.6, 49167.3, 39931.6, 69247.6, 68828.3, -12039.7, -33531.3, 58890
28, 62323.8, 5175.23, -45079.2, 42724, 38133, -16344.2, 32827.8, -10456.3
29, 41750.8, 11014.4, 23856, -32445.4, 50659.4, 9848.35, -28433.1, 40754.7
30, 164010, -61232.7, 16322.9, -151273, 54141.9, 33096.3, 6039.33, -42420.6
31, 400842, -92791, -35284.3, -388354, 623505, 99720.8, 27670.6, -614857
32, 54645.4, 49534.9, 19732.6, -11959.9, 38581.9, -22762, -20019.5, 23867.9
33, 137058, 16728.8, 43281.3, -128964, 49091.7, -11065.4, -32579.6, -35015.9
34, 47518.2, -3972.72, 28666.5, 37688.5, 47583.9, -15444.1, -29507.3, -33985.7
35, 50323.1, 4990.97, 37490.9, -33195.4, 80346.5, -5186.18, -38663.8, -70240.8
36, 79152.2, 6513.08, -39283, -68406.8, 31994.7, 11330.1, 28229.2, -9919.72
37, 42581.3, 2057.64, -40415.6, 13248.2, 45852.7, 12060.4, 43309.1, -9018.95
38, 70385.4, -33248, 18134.9, -59327.9, 57050.1, 36424.4, -32845.2, -29140.4
39, 46459.7, 9402.79, -39024.2, 23392.5, 46085.8, -3816.85, 45926, -361.977
40, 66004.9, 20808.3, 48822.2, -39243.5, 70492.5, -12344.4, -34115.2, -60439.7
41, 123048, 37494.6, -21056.7, 115289, 56190.8, -38251.7, 17804.1, 37111
42, 57517.7, -27313.2, 24476.2, 44308, 74830.7, 30068.3, -41149, 54793.2
43, 160776, 35615.3, -26679.9, 154495, 251053, -33293.9, 26563.9, 247414
44, 46017.6, -15106.1, 37707.2, 21623.9, 48675.5, 16471.7, -33634.7, -31091.7
45, 47974.4, -11758.9, -44089.6, -14811.4, 49672.1, 39434.1, 21627.4, 21083.7
46, 155736, -31351.1, 32808.5, -148978, 144867, 37953.7, -27651.9, -137045
47, 177662, -8709.92, 39115.9, -173084, 133413, 15286.4, -44409.3, -124873
48, 61679.3, 18137.3, -43076.8, 40246.2, 97683.6, -18604.7, 44250.8, 85075.4
49, 42842.2, -39825.5, -10086.3, 12150.9, 69852.1, 33573.9, 3943.97, 61127.4
50, 103254, 66558.1, 5321.77, -78759.6, 54522.2, -29337.2, 15285.7, -43339.9
51, 57468.4, -32072, 11702.3, -46228.3, 43605.6, 29717, -12391.4, -29407.5
52, 34217.4, -32734.5, -6407.12, -7631.19, 72521.8, 34337.5, 14189.2, 62281.7
53, 65128.4, -20465.7, -39919.4, -47215.5, 106495, 21228.2, 36237.4, -97864.3
54, 214955, -21221.8, -72962.5, -201076, 48820.1, -12971.4, 26387.1, -38972.6
55, 44064.3, 24434.1, -34012.9, -13702.4, 56126.2, -26302.9, 37223.8, -32752
56, 59173.3, 29078.2, -13537.7, 49725.9, 49953.6, -34922.1, 35718.1, -162.226
57, 51647.5, -28814.7, 27423.7, -32941.1, 85435, 28966.7, -37587.2, -71044.2
58, 51451.2, 25496.2, 11453.9, -43197, 39957.4, -22532.1, -11644.1, 30875.8
59, 25957.2, 11268.7, 23291, 2079.08, 130279, -23728.2, -26802.6, 125265
60, 37446.5, -25992.7, 26832.2, -2580.23, 54422.8, 28334.9, -35412.9, -30081.6
61, 112269, -33042.5, -27419.7, 103734, 164349, 40071.7, 16152.2, 158569
62, 50666.5, 27025.8, 11946.8, 41157.9, 58223.7, -46164.1, -4414.56, 35204.9
63, 39925.6, -23186.1, 32215.8, -4312.6, 52573.4, 20006.8, -32148.4, 36471.5
64, 40365.7, -35811.3, 7334.15, 17121.5, 49390.1, 33807.7, -15163.9, -32656.9
65, 58509.6, -41008.4, 6018.03, 41297.3, 127199, 27719.6, -13304, 123427
66, 39077.6, 29899.2, 24903.4, 3593.78, 55044.4, -51880.8, -2628.14, 18203.3
67, 62343.4, -6151.05, -40972.8, 46584.2, 45897.6, -1488.48, 43506.4, 14545.3
68, 145450, 11034.5, -36452.3, -140375, 60566.7, -19012.6, 37309.9, -43758.7
69, 99118.9, -15476.7, -30319.4, 93090, 33555.3, 26133.2, 16466.4, 13109.9
70, 114836, -37725.3, 15077.4, -107409, 179328, 41557, 10169, -174150
71, 135566, 25590.9, 13946.3, -132396, 25988.9, -17688.5, -18923.4, -2107.48
72, 45863.2, -36359.8, 26798.8, -7951.55, 56268.3, 4429.32, -56017.2, 2929.27
73, 139080, -44214.5, 9261.26, -131539, 60385.8, 25941.4, 38678.4, -38437.9
74, 97389.1, 45796.4, -3360.61, 85883.8, 33732.3, -26381.7, 20399.5, 5072.91
75, 51590.7, -26495.1, -9635.68, -43206.1, 41337.6, 34356.9, 18572.5, 13544.7
76, 43371.1, -25391, 33623.5, 10286.5, 48721, 23514, -37357.9, -20620.8
77, 78905.9, 22408.3, 30598.6, 69193.5, 40196.6, -25999.4, -29926.5, 6648.61
78, 163888, 16780.8, 38542.2, -158405, 127731, -19250.1, -40352.1, -119651
79, 69256.4, 13265, 43215.6, -52468.1, 40893.4, -13382.7, -38492.7, -3388.72
80, 40454.4, -4849.19, 39987, -3752.56, 123458, 725.626, -38746.7, -117218
81, 82395.9, 40961.3, 5828.61, -71255, 56304.6, -42138.5, 716.308, -37336.9
82, 123296, 28151.3, 7971.77, 119774, 52298.4, -36730.2, -22474.1, 29680.4
83, 38343.1, 29787.6, 23507.3, -5504.75, 50249.9, -33998.5, -35272.6, -11180.2
84, 69838.5, -3228.06, -47752.6, 50859.5, 60989.8, 5724.21, 47185.3, 38217
85, 48394.6, 35417, -28266.1, 16991.2, 106695, -39718.7, -35523.7, 92435.5
86, 147737, 7261.31, 36980.8, -142849, 89383.7, 62225.2, -7937.76, -63674.8
87, 53351.8, 31408.7, -18482.9, 38965.3, 80393.1, -47837.7, 28942.5, 57766.3
88, 87108.1, -17656.5, -45847.5, -71931.1, 106945, 39842.1, 35789.5, -92568.9
89, 46157, -23364.6, -32860.6, 22466.5, 111702, -17097.4, 41513.1, 102282
90, 57217.1, -31219.2, 15334.3, 45431.4, 47269.8, 46304.1, 340.67, -9500.32
91, 140973, 2608.46, 31610.7, 137358, 28946.3, -5542.64, -28264.4, 2878.86
92, 68984.9, -35612.5, 44283.4, -39110.7, 85136.7, 14942.7, -23272.6, -80519.3
93, 43928, 18171.1, 36315.1, 16754, 100645, -63959.6, 494.046, 77706.7
94, 43180.1, 23189.1, -36058, 5158.11, 70153.3, -29107.6, 29060.3, 56830.7
95, 255417, 26681.4, 61009.5, -246584, 91412.1, -16383.5, -19190.3, -87860.6
96, 40873.4, -25644, 31000, 7212.78, 62143.2, 29775.7, -33168.6, 43301.7
97, 77388, -29429.6, -32472.6, -63783.5, 93946.5, 34848.7, 29640.2, -82054.6
98, 75862.8, 3026.41, -42950.5, -62460, 79392.3, 944.65, 45891.4, -64778.3
99, 45405.3, -30612, -10551, -31831.2, 70276.4, 38103.1, 11604.8, -57898.6
100, 40218.4, 25245.7, 28735.1, -12428.5, 68585.8, -38424.9, -29941.2, -48281.1
101, 79501.2, 31385.4, 8090.43, 72594.4, 177899, -44782, 2997.72, 172144
102, 67675.8, -16295.6, -38552.6, -53180.6, 85875.7, 21852, 38753.2, -73452.8
103, 43864.3, -42439.7, 10596.5, 3265.83, 53247.1, 45881.5, -2139.29, -26936.3
104, 37619.8, 26132.9, -23113.6, -14074.4, 61099.9, -32295.8, 21190.9, 47340.6
105, 45326.8, -42133.8, -13382.8, 10008, 49113.9, 43148.9, 21441.4, 9518.97
106, 94726.9, -2867.5, 52008.4, 79120.7, 78434.3, 26647, -33710, 65616.4
107, 65879.2, 33714.6, -20667.1, -52690.3, 180356, -40271.7, 11355.6, -175435
108, 80572.6, -46730.6, 2588.61, -65585.8, 120306, 41347.8, 3410.71, -112926
109, 281563, -131937, -195710, 153519, 104437, -88757.4, -50361.7, 22202.4
110, 33198.1, 12800.5, -28201.2, -11956.1, 102976, -4823.47, 57592.2, -85229
111, 161331, -16754, 40915.6, -155155, 77343.7, 16325.1, -33686.1, -67681.5
112, 268603, -51056.1, 43479.5, 260097, 136766, 25008.2, -12758.4, 133854
113, 146574, 24773.7, 24869.9, 142309, 63518.1, -41789.5, -19776.7, 43555.3
114, 51065.7, -32795.3, -26184.4, 29095.5, 36655.3, 20888.7, 23393.7, -18973.9
115, 170180, -5931.41, 32311.9, -166979, 53228.6, 13431.8, -35791.7, -37038.2
116, 46543.1, -33235.9, -14981.1, -28934.4, 88492.5, 61685.5, -30560.3, -55604.8
117, 51840.2, 13670, 49080.2, 9574.15, 97341.3, -86648.5, 38839.7, 21420.9
118, 160629, -27681.5, 22599.3, 156604, 254109, 58672.6, 26612.6, 245807
119, 47705.1, -33657.1, -26502.9, -20989.7, 91176.2, 22403.8, 38694.3, -79460.2
120, 57971.9, 37943.2, -6365, -43365.2, 140805, -39493.1, 6417.66, -135001
121, 57644.3, 13171.5, -26160.9, -49648.6, 112649, 21973.8, 71136.9, -84536.7
122, 40920.7, 22858.8, -33896.4, -1736.42, 67837.8, -137.803, 42392.5, 52960.6
123, 62994.5, -29097.9, -27779.6, -48475.9, 121347, 29953.7, 28639.3, -114051
124, 173104, 25622, 33486.8, -167890, 61551.4, -27459.5, -19987.5, -51332.8
125, 43923.5, -36598.2, 24002.4, -3704.92, 41124.6, 25067.8, -11747.8, -30411
126, 310254, -46040.1, -44852.2, 303523, 465653, -82374.2, 44665, 456127
127, 127739, -90.8798, 29976.9, 124172, 31595.7, 804.049, -31037.1, 5860.13
128, 48902.2, 23612.3, -29697, 30854.1, 130038, -27412.4, 33066.6, 122739
129, 134700, -43289.4, -14105.2, 126772, 137925, -14342.5, -133143, 33023.2
130, 52200, -6289.25, -51563.6, -5145.63, 59080.5, 1680.76, 54135.9, -23600.7
131, 102503, -93791.8, -41251.7, -2876.88, 117546, 101665, 36380.4, -46450.5
132, 44484.2, -4300.57, -26526.7, -35449.8, 52560.2, 1492.07, 27246.9, 44921.6
133, 33421.1, -31221.7, -11852.6, 1299.54, 92957.2, 30940.1, 9158.19, -87177.3
134, 51571.4, -4890.61, -29603.6, 41944.2, 63439.6, -7795.32, 59590.8, 20316.3
135, 77868.3, 31312.1, 9519.86, -70656.9, 35263.3, -35257.7, -228.948, 587.823
136, 58570.5, -5279.39, 58253.5, -3026.08, 40903, 34419.3, -21491.8, -5145.08
137, 140801, 46737.4, -12484.8, -132229, 158539, -40536.7, 10979.7, -152875
138, 130469, 23280.7, -46771.5, -119552, 69939.5, -27524, 30390.9, -56660
139, 44922.6, -41125.3, -16336.4, 7737.87, 57920, 36848.1, 19676.1, 40122.3
140, 104209, -12941.5, -32506.5, 98160.2, 49363.6, 12934.6, 39805.8, 26171.7
141, 125386, 27050.5, 33545.2, 117748, 119185, -29289.6, -28678.1, 111914
142, 88580.8, -22513.9, 23868.4, -82279.9, 31296.3, 20942.3, -20805.7, 10392.5
143, 46323.7, 37398.6, -16251.2, 21980.2, 61627.7, -29380.2, 38010.5, 38600.2
144, 74951.9, -17878.9, 19545.2, -70115, 39402, 28365.7, -24726.9, 11682.7
145, 153949, -20401, -39953.9, 147267, 123679, 13785.5, 40700.2, 115974
146, 75183.2, 233.974, 45168.6, 60102.1, 43591.3, -621.407, -40432.8, 16278.8
147, 150998, 11791, -147863, 28248.8, 96092.4, 30941.4, -54510.1, 72835.6
148, 46165.7, -40217.5, 21598.7, 6878.76, 61353.4, 26623.5, -27712.9, 47827.1
149, 182585, 22753.8, 28914.5, -178839, 113685, -33050.7, -25466.6, -105752
150, 78504.6, 75095.9, 19924.9, -11250.2, 37709.5, -1538.48, -26777.5, 26506.6
151, 141801, 43772.9, -10582.6, 134460, 28882.5, -18290.6, -19048.1, 11697.2
152, 49312.8, 8683.86, -41405.7, -25335.9, 54957.7, -9406.27, 43595.1, -32114.5
153, 275750, -35983.2, 34437.9, -271214, 105348, 30574, -23657.1, -97998.4
154, 167010, 38023.4, -30128, -159809, 139344, -38596.7, 14423.7, -133113
155, 46156.5, -2995.44, -26484.2, -37683.4, 47284.6, 4101.45, 29169, 36988.9
156, 174853, -30997.3, 7136.04, 171935, 50067.7, 35069.8, -7960.96, 34835.5
157, 116188, 24940.3, -26042, -110452, 160978, -16497.8, 52386.6, -151319
158, 61161.3, -2445.31, 57245.7, 21392.8, 47199.8, -15049.9, -36087.9, 26438.2
159, 217524, 13793.8, 42224, -212940, 245273, -19029.3, -39465.9, -241328
160, 50253.9, -23313.5, -44511.1, -834.52, 50407.4, 8589.52, 42629.2, 25492.6
161, 61144.3, -451.408, -31808.5, -52217.2, 37628.2, -6880.75, 36090.5, 8124.98
162, 69069.9, -43688.1, 4907.91, -53272.1, 46979.4, 42906.1, -8235.59, -17271.5
163, 111512, -31525.2, 32109.8, 102029, 200745, 31364.4, -28538.7, 196215
164, 195049, 36107.1, -31390.4, 189090, 197275, -30541.9, 30006.2, 192573
165, 40571.8, 28317.1, 27342.2, -9829.43, 73832.9, -31000.3, -33717.4, -57908.7
166, 87316.6, 35440.9, 28000.2, -74727, 96873.2, -39186.9, -29170.3, -83653.5
167, 222597, 50276.1, 12573, -216480, 168575, -39571, 3732.51, -163823
168, 132174, 16796.2, -30102.9, -127599, 261518, -22836.1, 56029.2, -254423
169, 158005, -28256.2, 24062.3, 153585, 48325.8, 26803.9, -27198.8, 29616.9
170, 176015, 26510.9, -59091.8, 163667, 156999, -54941.6, -14946.2, 146310
171, 71839.3, 30080.1, -20228.2, -62023.3, 41806.9, -33972.1, 22886.6, -8361.24
172, 198839, 40080.7, -26036.5, -193009, 187521, -33008.9, 28152.7, -182433
173, 165213, 33438.1, 17760.4, -160816, 62256.4, -36634.3, -19021.2, -46604.5
174, 78241.7, -57504.6, 51537.3, 12604.9, 40884.4, -17770.1, -35592.6, 9429.94
175, 110931, -12322.8, 44475.5, -100875, 85623.6, 26882.6, -36290.7, -72744.1
176, 60072.4, 26580.7, 29157.8, -45298.8, 130646, -35000, -30293.3, -122171
177, 39775.1, -2532.18, -29388.7, 26682.4, 56469.6, -211.783, 30636, -47436.4
178, 56606.2, -7226.15, 47494.7, 29938.2, 50391.8, 9665.86, -43484, 23559.5
179, 39541.5, 11126.6, 33210.1, 18352.6, 53553.1, -7517.88, -37590.9, -37394.4
180, 52964, 19408.8, 45250.3, 19516.4, 45375.7, -31869.8, -26006.1, -19155.9
181, 33343.8, -33034.7, -1350.2, 4323.93, 128340, 38168, 541.677, 122532
182, 177503, 31692.4, 31143.8, 171852, 87300.1, -31032.8, -29414.7, 76112.1
183, 32052.6, -18029.4, 24605.5, -9842.61, 140261, 30858.3, -14029.1, -136104
184, 93081, 51364.6, -44105.6, -63878.4, 36248.2, 17532, 31669.9, -1890.03
185, 40900.1, -33971.1, -13584.5, 18282.3, 46434.4, 39651, 5702.58, -23482.6
186, 59940.4, -31925.1, 18315.9, -47309.2, 151761, 37781.7, -20713.5, -145516
187, 151669, -15334.5, -29921.2, -147896, 25584.3, 18628.9, 17246.1, -3177.06
188, 52841.1, -45439.8, 11306.6, -24486.2, 66550.2, 44008.9, -15902.2, -47320.8
189, 82824.5, 26388.1, 40185, -67444.3, 84509.5, -18089.3, -39820.5, -72311.6
190, 40739.7, -8532.7, -30187.6, 25992.9, 164320, 9779.88, 29498.5, 161354
191, 78307.5, -40240.2, 544.758, 67175.2, 81038.7, 48919.4, 2532.06, 64558.2
192, 46110, 41138.2, -4526.1, -20329.6, 96272.4, -36397.7, 6022.17, -88923.1
193, 58405.2, -25498.1, -35373.2, 38855.5, 59381.3, 23812.9, 40316.4, 36519.5
194, 131108, -41626.3, 6869.19, 124135, 49993.7, 34775.1, -11489.1, 34030.3
195, 240578, -7122.36, -52428.3, 234687, 145528, -2816.4, 35157.1, 141189
196, 46032.7, 43646.9, -14470.9, -2133.78, 47326.9, -43999.2, 15722.2, 7531.52
197, 66957.3, 33969.7, 29465.1, 49610, 61208.2, -35511.8, -32991.8, 37375.1
198, 43553.9, -37343.3, -21554.4, 6150.3, 50199.9, 38823.9, 17923.5, -26296.1
199, 73911.3, -38230.3, -5034.41, -63055.4, 54497.7, 48322, 5744.54, -24535.3
200, 349936, 83520.6, -57789.2, 334873, 96844.6, -77684.3, 53814.4, 21166.8
201, 57609.6, -37279.3, -18575.4, -39800.4, 48756.2, 34627.4, 33060.3, -9226.07
202, 126458, 27096.2, 40380.8, -116734, 69533, -51723.9, 12553.2, -44742.6
203, 76665.7, -28602.9, 26835.9, -65873.7, 37211, 27714.8, -24817.5, -801.045
204, 79242.3, 19381.9, -68840.3, 34127.8, 31499, -18746.1, 23427.8, 9586.92
205, 38454.8, -27978.6, -5531.3, -25794.9, 51804.3, 45933.5, 15709.9, 18083.2
206, 139715, 18676.8, 32756.1, 134531, 188862, -18370, -45954.3, 182262
207, 99562.3, -9417.71, -32152, 93756.2, 43275.5, -11646.3, 40118.3, 11298.7
208, 91911.1, 27289.4, 5958.9, 87563.8, 47827.7, -43090.1, -7361.14, 19404.9
209, 186941, 5234.29, 42689.1, -181927, 133511, -3138.11, -46447.8, -125132
210, 149387, 4879.74, -33955.2, 145395, 59315.8, -16046.8, 36956.9, 43532.2
211, 45046.1, -44782.8, -4604.63, -1565.57, 46189.3, 44526.9, 1772.39, 12151.6
212, 38819.5, 37727.3, -9095.26, 938.394, 62466.1, -41427, 11786.5, 45242.6
213, 81394.2, 25441.5, -54819.6, -54521.1, 83315.1, -12236.7, 28427.4, -77353.5
214, 71727.4, 2833.27, 64402.1, -31451, 75118.8, -3322.3, -68545.5, -30550.1
215, 388921, 11936.8, 66289.4, -383044, 180306, -38496.2, -20473.2, -174955
216, 124410, 8581.38, -59641.5, -108845, 71494.6, 7075.99, 34570.4, -62179.5
217, 72323.3, -31689.6, -47070.4, 44842, 37278.6, 25439, 22546.9, 15303.2
218, 143955, -32416.3, 8159.3, 140020, 32264.7, 29899.8, -4216.2, 11368.4
219, 160659, 8450.45, -41092.6, -155085, 108966, -13108.9, 43881.4, -98874.3
220, 75124.3, 35455, -20888.9, -62851, 39933.7, -1960.61, 39865.9, 1251.41
221, 51276.4, 14246.7, -43610.7, -22900, 81078.8, -18408.3, 34865.8, -70846.9
222, 45721.9, 40465.7, 20061.3, 7110.58, 45156.2, -36435.7, -25928.6, 6263.17
223, 84143.2, -17805.2, 48410.2, 66479.4, 157787, -15694.8, -37603.7, 152435
224, 41733.8, -23763.9, -33887.6, 5349.16, 49128.3, 23172.4, 30839.3, -30423.1
225, 40158.5, -38432.1, 8181.41, -8291.24, 51713.2, 38575.9, -14885.4, 31057.6
226, 73093.5, -57232.3, -27315.3, -36345.5, 78293.5, 62493.9, 18601.6, 43340.2
227, 41773, -1647.97, 37830.7, 17638.2, 80331.4, -71954.1, -32035.4, 15794.7
228, 63860, 25834.5, 3649.36, 58286.9, 121684, -70661.1, 6100.27, 98877.5
229, 136382, -33086, 21664.1, -130522, 65588.4, 44823.4, 17948.6, -44390.9
230, 108658, 27328.6, 14074.3, 104219, 164116, -45428, -17461.9, 156734
231, 196302, -33056.6, 23129.2, -192112, 42288.3, -11443.4, 37313.8, -16279.7
232, 71472.1, 46684.9, -8152.14, -53500.8, 103757, -36372.1, -8274.29, -96819.8
233, 82459.1, 45859.4, -6369.74, -68233.8, 84434.6, -45259.6, 9462.05, -70648.7
234, 122536, 33315.6, 34628.2, 112721, 86710.4, -32922.2, -31704.4, 73686.2
235, 37689.4, 30312.1, 19133.2, 11644.2, 59760.8, -47168.9, -19849, -30862
236, 59354.2, 35623.1, -29474.3, 37218.1, 53730.5, -27315.3, 31343.4, 34035.8
237, 52339.6, 10191.8, -41517, -30197.7, 49350.6, -12264.4, 44455, -17573.2
238, 45812.2, -2309.48, -43265.4, 14883.9, 50514.5, 6268.81, 47143.8, 17025.9
239, 216421, -15802.2, 40766.2, -211959, 141598, 19597.4, -33843.4, -136090
240, 42652.2, -16427.6, 31082.5, 24150, 172456, 18557.3, -25128.4, 169603
241, 31782.3, -30941.4, -1634.67, 7076.27, 121889, 36435.4, 18529.9, 114831
242, 182132, 8027.78, 40750.3, 177333, 136485, 636.537, -52440.3, 126007
243, 62048.4, -36335.8, -22562.7, 44951.5, 35198.7, 31262.9, 15567.9, -4384.44
244, 50533.9, 45045.6, 18776.6, 13115, 45751.4, -42002.7, 1838.46, 18044
245, 66068.1, 60544, 20878.2, 16233.4, 44131.6, 5506.56, -33511, -28183.1
246, 188945, 55362.3, -10383.5, -180353, 88566.8, -33600.3, 11537.9, -81129.4
247, 62798.9, -12170, 37952, -48530.7, 36954.2, 11726.9, -32919.4, 12016.9
248, 76862.4, -49633.1, -7723.68, -58178.4, 49927.7, 39330.7, 7672.89, -29782.5
249, 162136, 33101.1, 20810.4, 157351, 120752, -42747.8, -19341.7, 111264
250, 158726, -48087.5, 14188.1, -150600, 221180, 43132.2, -13564.6, -216509
251, 49992.2, 14241.1, 38323.2, 28770.6, 121071, -19197.5, -19434.9, 117949
252, 69369.1, -27288.8, 29490.4, 56548.3, 77579.7, 43111.8, -22631.1, 60397.1
253, 154372, 14316.1, -42236.4, 147790, 76823.1, -32308, 27775.4, 63925.9
254, 86260, -40934.9, -7680.83, 75538.9, 154703, 49020.5, 9141.25, 146446
255, 49336.3, -23176.8, 33583.6, -27731.6, 69675, 41191.6, -36207.8, -42975
256, 72715.3, 4832.83, -34933.6, 63590.9, 64487.5, -3065.75, 51847.4, 38224.3
257, 186971, -12294.1, 36065.4, 183047, 74843.6, -51518.9, -4277.08, 54120.9
258, 39439.9, 16546.5, 26924.3, 23596.6, 51301.4, -23630.8, -32909.5, -31470.4
259, 64999.9, 52158, 2981.82, -38673.5, 32390, -25413.7, 7125.65, 18774.5
260, 37049.3, 23545.3, 28503.5, 2413.37, 73080.8, -33513.1, -16332.3, -62856.4
261, 94782.3, 3608.2, -36700.7, -87313.9, 112736, 18576.9, 54191.4, -97095.5
262, 114683, 29113.1, 27979.6, 107340, 45568.4, -36282.9, -9056.6, 26038.5
263, 49829.9, -16385.9, 43218.8, 18618.8, 41657.7, 21339.8, -35760.9, -1065.94
264, 216575, -27182.6, 52923.3, 208243, 114176, 40010.2, -5909.31, 106773
265, 164741, -24043.7, -49554.5, 155261, 134714, 847.632, 37958.7, 129253
266, 55018.9, 34541.1, 31797.8, -28686, 48742, -30552.2, 870.886, 37968.2
267, 49434.5, 19942.9, 40207.2, 20722.7, 43846.6, -14618.6, -41152.9, -3905.88
268, 58260.5, -14614.4, -34449, -44653.9, 41705.9, 14801.3, 38422.4, 6635.31
269, 115645, -35129.4, 27090, 106799, 58025.5, 41734.5, 6729.29, 39748
270, 39875.1, 26293.2, 29975.4, -404.041, 52870.5, -26172.7, -39203.5, 23945.2
271, 37760.7, 24074.9, -9260.23, 27577.5, 103209, -47954.9, 71348.3, 57112.9
272, 78067.5, 2406.58, 39201.7, -67468.3, 177404, 12506.4, -49578.3, -169876
273, 64816.1, -52824.8, 5116.48, 37208.7, 48662.8, 48214.6, -5970.26, 2788.68
274, 37115.9, 15420.8, -31725.2, -11545.4, 52433.2, -16279.9, 41626.5, 27412.4
275, 51529.3, 39366.5, 27542.4, -18627.2, 37852.8, -29991.7, -16861, 15780.9
276, 106894, 32582.5, 4768.09, 101695, 36080.7, -33310.7, -9766.06, 9840.5
277, 43822.3, -3497.59, -43679.2, -537.358, 59884.8, 5807.75, 33645.5, 49197.9
278, 77483.1, -28731.8, 41073, 59085.7, 33217, 26614.2, -19821, -1477.75
279, 42918.1, -3325.47, -41831.9, -8999.9, 56866.9, 23832.5, 27638.3, 43611.7
280, 64032, -26877.2, -56362.8, 14175.4, 54839.2, -39791.5, 33947.5, 16478.7
281, 116770, -6998.08, -31511.1, 112220, 252822, 38741, 78494, 237185
282, 61107.3, -21785.5, -19440.2, 53680.3, 234201, 26785.2, 49933.3, 227243
283, 158375, 44232.2, 6874.05, -151918, 119588, -41350.9, -20515.7, -110320
284, 142578, -45999.8, -15310.6, 134083, 143818, 39914.4, 23604.6, 136137
285, 83620.2, 39667, 10244.8, -72896.6, 32641.3, -28320.4, -16013.8, -2639.12
286, 110380, -13633.5, 40243.5, 101875, 86208.1, 4050.26, -44157.6, 73929.3
287, 79790.6, 29998.4, 27977.1, 68439.2, 151509, -13884.4, -42650.3, 144717
288, 108826, -29701.5, 29656.4, -100406, 132631, 42601, -31737.6, -121527
289, 56026.5, -8288.7, 39757.9, -38595, 41822.8, -7528.31, -26616.5, 31369.3
290, 52782.1, 26880.8, 2966.88, 45327.3, 45016.3, -28754.6, 8549.17, -33564.1
291, 178437, 39973.7, 10318.6, 173596, 144779, -37281.4, -28852.3, 136889
292, 68522.6, 32824.5, -11719.5, -58996.2, 189838, -40842, 15143.1, -184773
293, 59015.8, -39401.7, 20986.1, 38599.9, 37419.3, 35805.4, -7498.63, -7871.1
294, 36422.2, -8447.43, 35388.1, 1702.68, 67186.6, 21173.4, -35943.8, -52666.5
295, 40286.1, 5455.03, -35851.8, -17546, 58482.1, 13731.4, 56582.1, -5483.83
296, 76916.6, 33346.2, 27666.4, 63551.3, 43284.6, -37739.4, -18406.7, 10511.3
297, 82019.1, -6751.69, 41146.3, -70629.5, 50102.9, 9992.71, -41592.3, -26086.9
298, 41161.6, 6982.61, -33033.4, 23543.9, 138617, -4901.53, 31244.4, 134961
