Event, ele_E, ele_Px, ele_Py, ele_Pz,  pos_E, pos_Px, pos_Py, pos_Pz
1054, 173142, -5313.16, 38301.1, -168769, 68462.9, 5704.78, -40073, -55215.8
1055, 139750, -28600, 23013, 134843, 68994.1, 28605.8, -16839.2, 60484.2
1056, 48886.9, -28761.5, 27750.2, -28153.7, 129159, 582.907, -43275.6, -121692
1057, 58876, 27403.7, 29378.8, -43038.4, 40421.7, -29140.9, -26575.3, -8858.77
1058, 106307, -51627, 7551.13, -92621.6, 51360.6, 30572.6, 35924.4, -20314.3
1059, 92356, -65999.5, -26124.8, 59086.4, 25962.1, 25391.9, 5142.22, -1685.14
1060, 223719, -14017.2, -46093.4, 218470, 108161, 9156.34, 38887.3, 100513
1061, 45794.3, -20926.9, -33461.5, -23227.3, 41566.8, 20237.3, 33080.5, 14964.3
1062, 55845.2, -43587.1, 19164.3, -29181.9, 50476.7, 43270.9, -17548.4, -19172.5
1063, 57259.3, -357.863, 44094.2, 36526.7, 65942.2, -12649.4, -47026.4, 44462.2
1064, 79141.7, 7431.39, -38166.2, -68931.4, 51687.7, -20229.5, 36861.4, -30060.3
1065, 34344, -20417.9, -22810.8, 15565.7, 72189.7, 21778.8, 39050.5, -56675.4
1066, 133037, -10073.3, -53983.1, 121174, 156339, 19609.6, 34892.5, 151128
1067, 39025.8, 26814.9, -13731, 24808, 131496, -45530.4, 49458, 113013
1068, 175585, 39174.1, 4606.06, 171097, 66692.4, -41417.1, -4051.39, 52116.1
1069, 57572.2, 38040.1, 15881.4, -40190.6, 41718.5, -39287.3, -13544.7, 3672.07
1070, 155230, -21652.2, -40704.4, 148225, 167155, 17310.5, 45882.8, 159800
1071, 109636, -23525.3, 25683.3, -103957, 249425, 48899.5, -18260, -243902
1072, 57629.3, 51319.9, -4067.81, -25900.9, 54156.6, -41309, 1080.68, -35004.8
1073, 86282.8, -63242.2, -19877.2, 55227.1, 37735.9, 31354.7, 9157.11, 18895.1
1074, 150910, -21501.1, -24019.1, 147427, 32295.1, 21322.2, 20799.8, 12478.1
1075, 62751.5, 39058.1, 35448.8, -33994, 59137.7, -26638.7, -26354.4, -45750.3
1076, 68086, -35041.7, 23356.6, 53500, 212858, 30019.7, -28898.5, 208739
1077, 54714, -38697.9, -38164.4, 6291.05, 57711.4, 659.515, 34197, 46483.7
1078, 125927, -28175.7, -31449.1, 118637, 48038.8, 18673.9, 31642.5, 30947.7
1079, 47633, -22041.5, 39866.1, -13920.2, 50356, 35078.6, -23756.7, 27218.4
1080, 37336.7, -7941.93, 31549.5, 18319, 133730, 6732.92, -39109.3, 127706
1081, 50311.2, 5303.5, -37937.4, -32616.5, 40079.1, -5652.41, 30736.6, 25092.6
1082, 31739.7, 30170.6, -1482.84, 9743.9, 51734.6, -24578, -30722.7, -33593.2
1083, 91163.9, 19364.4, 27783.7, -84640.1, 47497.7, -36404.1, -20156.3, -22901.9
1084, 83119, 594.975, 44996.9, -69883.5, 38131.5, -37629.3, -3747.01, 4899.89
1085, 103993, 17861.4, -20976.6, 100277, 390683, -98927.4, -27821.1, 376925
1086, 34770.4, -21570.4, -17492.4, -20921.7, 152606, 23680.4, 19372.7, -149507
1087, 57416.6, 33072.6, 19547.6, 42670.4, 38524, -32837.4, -3256.79, -19879.6
1088, 219284, 127677, -318.234, 178281, 58967.6, 42967.6, -36248.1, 17805.6
1089, 44144.9, -23002.8, 25492.4, -27744.9, 53895.4, 14487.7, -51238, 8335.32
1090, 63237.8, 12108.2, 50243.7, 36441.5, 47087.3, -26032.9, -36422.8, 14590.6
1091, 112631, 17916.5, -29650.7, -107171, 182721, -29708.9, 52550.7, -172461
1092, 55098.1, -5768.39, -42617.3, -34442.7, 86083.1, 10888, 40741.9, -75045.7
1093, 91356.4, -18713.4, -21762.8, 86730.6, 35630.4, 34278.8, -3612.2, -9024.24
1094, 59814, -46935.5, -11378.6, -35288.8, 53170.1, 44907.5, 7160.29, -27551.9
1095, 60764.3, -49942.4, 19770.2, 28411.2, 34006.2, 15762, -20365.8, -22208.4
1096, 87821.1, 34753.8, 7236.92, 80326.4, 175237, -44635.1, -5213.45, 169377
1097, 46900.6, -43047, 13923.9, 12359.2, 54473, 39341.6, -14179.3, 34906.9
1098, 49507.3, 16768.9, -45309.3, -10809.6, 43163.2, -4317.95, 42254.8, 7677.79
1099, 95171.9, 769.683, -29858.1, -90363.6, 584831, 117862, -4473.06, -572814
1100, 68226.2, 8913.58, -46344.3, -49270.4, 63111.2, -9750.02, 44494.5, -43682.9
1101, 47486.1, -42852, -20282.6, -2691.78, 53213.9, 50368.5, 11402.2, -12834.5
1102, 70919, 35276.2, -24027.4, -56637.3, 47217.4, -45361.3, -1743.07, -12992.2
1103, 76551.4, -2872.39, -70908, 28703.9, 48009.8, -25215, 18852, 36245.5
1104, 116185, 17332.9, -35642.8, 109216, 31781.7, -31419.1, 3310.6, 3457.32
1105, 415112, 51579.8, 48677.3, 409009, 138826, -15306.9, -29172.7, 134861
1106, 56585.2, -37454.3, 42147, 4763.83, 41735.9, 5557.07, -37726.5, 16962
1107, 42371.6, 24934.3, -23955, -24490.7, 155832, -33068.4, 5996.27, -152164
1108, 81055.9, -55637.3, 57234.5, 14098.1, 75493.8, 59698.4, -45423.1, -8494.23
1109, 145427, 25257.7, -1995.56, 143203, 48550.5, -35647.3, 17082.3, 28188.9
1110, 41450, -35194.3, -7462.27, 20585.9, 47215.1, 43376.9, 2869.69, 18424.8
1111, 155617, -61357.1, -12722.2, 142444, 91904.5, 33406.6, 596.264, 85615.9
1112, 60595.9, -28192.7, 14898.7, 51527.3, 40676.3, 28492.8, -10143.8, -27199.8
1113, 86424.2, 13526.6, -44257.8, 72989.2, 87468.4, -5194.63, 52545.6, 69733.1
1114, 171368, 40504.3, 19904.1, 165318, 191578, -46049.6, -15129.7, 185344
1115, 72073.9, 60853.7, -8283.99, 37720.6, 59650.2, -31420.1, 4535.62, 50501
1116, 91883, 57367.4, 1054.9, 71766, 141334, -15871.2, 38717.1, 134998
1117, 63801.3, 7146.94, -39259.6, 49781.7, 118640, -12194.6, 36212.2, 112318
1118, 109123, 42794.5, -5511.93, -100230, 145766, -43176.7, 13554.4, -138563
1119, 237956, -35189, 28331.2, 233628, 167172, 38924.7, -26045.5, 160478
1120, 100515, 8198.85, -40065.2, -91819.2, 37268.7, -2563.58, 33574, -15974
1121, 45278.7, -34402.1, 6100.33, -28800, 83652.5, 56861.4, -3186.91, -61272.8
1122, 156611, -55650.5, -18288.5, -145243, 68458.1, 55567.3, 25631.5, -30689.1
1123, 89858.7, -13845, 32256.6, 82718.9, 36365.1, 12353.3, -33623.5, 6267.18
1124, 79198.7, 28825.9, -1384.19, -73753.6, 33371.3, -32749.8, -6276.37, -1304.02
1125, 90949.6, -58922.5, 9190.84, -68669.4, 61494.4, 31714.1, -10123.9, -51703.8
1126, 67867.6, 8788.63, -55379.2, 38235.1, 42338.7, 6419.74, 24737.3, -33755.3
1127, 107076, -25753.4, 33097.4, -98522.3, 45914.6, 28556.9, -31487, -17355.9
1128, 61770.6, -19083.6, 35848.9, 46543.3, 61648.1, 28578.6, -38512.5, 38736.8
1129, 161508, 11092.3, 33064.3, 157698, 265600, -81006.6, -5041.22, 252895
1130, 43141.8, -40481.5, -4753.71, -14137.2, 45248.4, 43084.4, 5958.08, 12476.2
1131, 133714, 41025.4, -13855, -126508, 58045.7, -36692.3, 10885.5, -43640.4
1132, 71857.7, 10721.7, 42203, 57161.9, 120213, -23242.6, -38985.1, 111315
1133, 42014.8, -12016.2, 36031.6, -17960.4, 38816.9, 10994.7, -28914.5, 23448.3
1134, 41117.1, 12902.6, 21638.7, 32494.7, 164752, -70117.7, -45374.2, 142014
1135, 35629.3, -546.805, -34179.9, -10044.1, 119992, 29429.8, 31904.4, -111866
1136, 138083, -37346.1, -11525.9, 132436, 58088.3, 39922.4, 5512.52, 41833.7
1137, 236820, -61413.2, 98758.9, -206298, 367106, 23600.7, -127030, -343618
1138, 113322, -11741.7, -79535, 79863.1, 48840.6, 45384.4, -17380.1, 4857.7
1139, 154236, -25823.3, -25887.9, 149839, 70490.4, 30274.5, 29766.8, 56269.8
1140, 44141.2, 37806.8, 5765.57, -22042, 128284, -29634.8, -4274.44, -124740
1141, 65654.2, 49362.1, 6572.41, -42786.2, 65697.5, -45206.1, -2355.88, -47613.2
1142, 62385.2, -5564.08, 35911, 50708.6, 41129.5, 7216.42, -40239, 4515.28
1143, 98721, 39996.9, 2411.31, 90223.5, 33227.9, -31479.6, -7847.5, 7179.37
1144, 50981.4, -20962.5, 28861.4, 36423.8, 172836, 16692.6, -27835, 169761
1145, 72818.8, -30921.7, -28492.5, -59452.6, 43270.6, 31045.6, 29545.6, -5964.37
1146, 167111, 22853.9, 19110.6, -164434, 31244.2, -18156.2, -23969.6, -8485.9
1147, 48683.4, 37127.1, -21570.9, -22942.2, 42546.4, -34576.3, 23735, 7164.07
1148, 51752.3, -21607.4, 46118.8, -9191.02, 41952.6, 30305.3, -25440.1, 13943.3
1149, 43242.6, -40912.8, -7674.69, -11711.5, 57855.6, 20088.9, 21684.6, 49734.2
1150, 65301.9, 17019.6, 33004.3, -53715.7, 46353.1, -12729.9, -39616.6, 20422.7
1151, 85625.6, 14411.9, -65438.9, -53308.4, 31392.4, -18759, 24676.4, -4965.58
1152, 40403, -32802.1, 13915.9, 19046.6, 52867.9, 24291.3, 8319.46, -46214
1153, 83841.4, 9337.42, -47952.6, -68137.7, 75444.1, 1270.04, 48683.9, -57620.1
1154, 54009.4, -30494.9, -33568.6, 29329.7, 104097, 4259.6, 35608.9, 97724.2
1155, 171716, -20842.8, -48134.3, -163509, 317699, 27056.3, 66493, -309483
1156, 44842.4, 34010.1, -13788.2, -25769.1, 54750.6, -53619.8, -8241.2, -7391.03
1157, 79802.1, 24896.3, -38579.3, -65270.1, 105848, -23035.9, 34243.9, -97470.6
1158, 123927, -10013.3, -28166, 120268, 265845, 80735.6, 12671.8, 252972
1159, 82540.6, 13693.4, -55488.7, -59552, 53986.4, -20930.7, 45428.3, 20315.2
1160, 48635.2, 36382.6, -14422.3, -28873.6, 41598.6, -26796.4, 19756.3, 24941.7
1161, 66670.4, -37492, -242.143, 55129.2, 117661, 34359.5, 9663.08, 112116
1162, 157526, -36508.5, 20824.7, -151815, 192346, 35382.4, -28816.5, -186855
1163, 37953.5, 4970.31, -37626.5, -125.405, 54394.4, -12673.5, 32173.1, -41988.4
1164, 66957.2, 33655, 36892.1, 44604.7, 71827.2, 3862.98, -49194, 52193.6
1165, 30456.4, -10029.9, -25420.9, -13445.1, 63234.6, 30506.5, 23626.3, 50097.6
1166, 42747.1, 32775.8, 17072.7, 21484.5, 75791.7, -55230.1, -13581.3, 50095.6
1167, 41981.9, 29974.6, 29309.3, -2228.28, 61869.2, -24282.2, -36996.5, -43236.9
1168, 75879.1, 15178.4, -40870, -62103.9, 180306, -35492.8, 20539.1, -175581
1169, 47906.4, -32515.3, 9041.62, -34000.4, 42407.3, 39218.8, -11567.2, 11245.7
1170, 40408.6, 13618, -37943.1, -2779.38, 50626.2, -32533.5, 36249.3, 13804.8
1171, 96545.1, -39081.5, 32220.5, -82191.5, 27094, 18221.6, -19881, 2609.08
1172, 50832.7, -11058, -42016.5, -26387.4, 61416.8, 17586.1, 44513.7, -38487.4
1173, 67625.8, 21769.8, 55096.3, 32614.7, 38348.2, 21993.9, -24298.2, -19911.2
1174, 51387.6, -48444, -7889.42, -15219.1, 85677, 28724.8, -17554.5, -78786.2
1175, 50558.4, -4132.72, 47033.1, 18082, 49653.1, -19184.4, -30396.8, -34255.3
1176, 127688, 8775.24, -32329.3, -123216, 236520, -16600.7, 54008, -229672
1177, 161845, -5785.26, -30343.6, 158870, 51153.9, 6450.2, 41126.3, 29727.9
1178, 202055, -33910.9, -19837.6, -198199, 51897.1, 27676.3, 20157.6, -39000
1179, 145940, 29122.8, 3064.02, 142972, 48563.5, -29668.6, 27070.3, 27301.8
1180, 74638.9, 28483.2, -32884.3, -60649, 60206.1, -38321.9, 25311, -38930.1
1181, 167401, -20099.8, 33508.7, 162777, 105147, -40054.9, -43748.8, 86819.1
1182, 37593.9, 36138.9, 1879.7, 10185.9, 57988.8, -37074.3, -2963.95, -44490.6
1183, 197906, 59834.8, -46321.7, -182868, 126379, 47505.1, 39515.4, -110243
1184, 99109.2, -19351.8, -31660.2, 91900.9, 38856.1, 22305.2, 28978.7, 13134.4
1185, 126650, -22534.6, 36755.6, 119086, 58001, 18437, -34489, 42833.4
1186, 50711, 39815.7, 12223, -28929.3, 99758.4, -38094.3, -7262.18, -91912.1
1187, 204376, -42322.2, 19751.5, -198968, 126009, 33424.9, -15204.6, -120540
1188, 36162, -13832.3, -25402.5, 21704.1, 46824.2, 1809.86, 36533.4, 29232.5
1189, 118165, -24554.4, 37475.5, -109341, 150097, 15400.7, -45502.5, -142202
1190, 108958, 18912.4, 58277.2, 90099.9, 91226.2, 50518.1, -31924.4, 68927.3
1191, 207580, 43884.8, 6460.06, 202785, 224254, -46569, -7623.8, 219233
1192, 194827, -2814.64, 36806, 191298, 27478.6, 9698.73, -23257.8, 10958.4
1193, 72961.9, 30094.8, -35390.1, -56260.9, 77903, -34301.6, 31065.8, -62667.3
1194, 45895.2, -41180.6, -5554.55, 19485.2, 46250, 37968.3, 11032.4, -23994.9
1195, 135112, -12048.9, 52190.3, -124041, 153772, -1907.5, -35382.8, -149634
1196, 134352, -46447.9, 26677.1, 123213, 137079, 36947.3, -20430.2, 130415
1197, 57058.4, 17508.7, 25932.5, -47713.9, 50269.1, 25761.8, 13999.7, 40832.8
1198, 37481.3, 11014.1, -25570.2, 25093.9, 41999.9, -20497.5, 34145.4, 13339.3
1199, 50663.6, -32942.1, 25333.5, 28979.8, 111065, 25993.7, -23248.7, 105448
1200, 54621, 34065.9, -42477.1, 4320.07, 41402.6, -162.464, 35374.2, 21513.2
1201, 48192.1, -10380.4, -32608.3, -33932.6, 154182, 9140.12, 28146.7, -151315
1202, 40231, -14189, -37409, -4215.85, 63467.4, 7700.41, 30629.9, -55051.1
1203, 54418.1, -15326, -32920, 40530.4, 163989, 23264.4, 47848, 155119
1204, 247446, 51915.7, 27025.4, -240425, 49827.5, -31623.4, -12635.5, -36374.2
1205, 64069.6, 17675.2, 40691.3, -46224.6, 169065, 30652.7, -33339.5, -162886
1206, 96515.7, -19489.8, -33529.9, 88380.8, 221580, -20647.8, 57482.2, 212995
1207, 146739, -10.112, -42278.4, -140517, 221615, 1974.92, 43560.4, -217283
1208, 74526.5, 46266, 48814.2, -32106.7, 74073.3, -32455.2, 17802.2, -64160.7
1209, 42649, 4497.27, 41413.4, 9145.67, 65150.4, -13223, -37613.3, 51526.4
1210, 122400, -4545.69, -46004.4, 113334, 70463.8, 4362.49, 37257.3, 59649
1211, 95842.3, -43129.7, -16204.5, -84041.6, 174712, 37170, 5422.69, -170626
1212, 127084, 43929.5, 27089.8, -116132, 210992, -19661.2, -34860, -207161
1213, 84054.7, 38542.7, 27349.8, -69510, 46900.4, -17367.2, 42882.9, 7686.42
1214, 47248.3, -46970.4, 3434.46, 3792.73, 56256.7, 21731.9, -41600.1, 31015.6
1215, 49277.5, -22709, 38446.9, 20842.6, 47349, 18372.2, -42246.7, 10936.6
1216, 130807, 41752.2, -8136.25, 123697, 131674, -34685.2, 9013.01, 126703
1217, 52626.5, 43125.2, -5113.93, 29725.5, 73850.5, -43683.8, 5422.43, 59297.8
1218, 55514.6, 40170.3, -16715.8, 34479, 90377.8, -50873.7, -32708.9, 67157.6
1219, 50441.9, -14010.6, -38511.7, 29409.9, 126386, 13821.8, 44569.8, 117456
1220, 40296.2, 11750.8, 29581.1, -24711.6, 164252, -27916.6, -23202.7, -160191
1221, 35733.9, 29868.2, -19182.5, -4102.95, 83913.1, -46945.9, 53074.5, 44950.9
1222, 153440, -12598.9, -52730.1, -143543, 90343, 22399.9, 31001.4, -81847.5
1223, 50430, -30629.3, 24352.8, -31811.5, 44260.4, 29219.5, -30027.1, 14268
1224, 37715.8, -36489.4, -7476.91, 5924.71, 81306.4, 36592.1, -28586.3, 66742.6
1225, 83574.3, 42443.3, 7575.31, 71595, 143464, -48107.8, -7747, 134935
1226, 45980.9, -28564.1, -19796.7, 30107, 45981.9, 24219.8, 23436.5, -31280.5
1227, 70551.2, -39866.2, 22968.1, -53484.7, 31706.9, 28384.3, 435.861, 14123.4
1228, 144867, -41006.3, 2506.69, 138919, 68043.3, 40409.2, -939.721, 54736.7
1229, 25307.1, 24473, 5756.59, 2894.99, 69426.2, -23625.9, -23538.9, 60891.1
1230, 136816, 38900.6, 33583.7, 126797, 69618.5, -37634, -31206.2, 49564.1
1231, 43016.5, 7106.98, -34683.4, 24433, 45398, -10806.5, 39180.8, -20225.3
1232, 92365, -35862.8, 24734.1, 81445.5, 137810, 40347.6, -19879.7, 130263
1233, 44292.9, -17980, -30423.4, 26702, 54630.8, 43567.3, 19596.5, -26502.7
1234, 37656.1, 21679.9, -30071.4, -6609.1, 93084.6, -22981.5, 28521.4, -85575.2
1235, 108477, 43497.5, -173.907, 99373.9, 89267.6, -26828.7, 38592.7, 75891.5
1236, 44354.2, -42503.3, -9530.26, -8363.15, 48762.4, 39105.7, 6017.33, 28501
1237, 41737.3, 35184.4, -22373.7, -1864.32, 56844.6, -53548.9, 4010.99, -18647.6
1238, 63278.1, -48510.5, 39669.1, -8787.24, 59073.8, 28446.4, 10575.3, -50682.2
1239, 50955.8, 10326.2, 49769.6, 3585.26, 57809.5, 34617.6, -20437.4, -41543.6
1240, 124288, 11461.8, -34283.4, 118915, 83087.6, 3576.88, 47867, 67819.6
1241, 77126.2, -15890.3, 42305.8, 62499.4, 57120, 26383.9, -38297.4, 33164.7
1242, 57501.9, -54569.7, 4584.22, -17538.7, 49685.6, 38029.4, -10447.3, -30220.6
1243, 68255.6, -42699.7, -13867.8, 51412.5, 47000.8, 29474.5, 33956.7, 13684.7
1244, 98032.8, 35088.3, -11170.5, 90854, 96416.4, -37322.2, 5567.7, 88725.3
1245, 34222.2, -20830.9, 27090.8, 1823.45, 57247.8, 46408.2, -31568.8, 11269.6
1246, 28452.3, 9961.59, -26623, -1231.73, 72303.6, -24413.1, 67856.7, -5222.55
1247, 224507, 38430.5, -7574.55, -221064, 69536.1, -39289.9, 5927.26, -57065.2
1248, 51179.6, 32665.9, -11506.6, 37681.4, 38142.2, -27815.7, 3788.67, -25821.6
1249, 78064.8, 8670.31, -65677.1, -41297.1, 43446.1, -19741, 30664.9, -23611.9
1250, 121813, -20207.7, 26421.1, 117183, 95214.7, 28360.5, -16645.5, 89355.8
1251, 55106.9, 34523.1, -3199.37, -42833.2, 131383, -42121.2, 5377.15, -124332
1252, 69094.4, -7933.04, -35648.4, 58654.1, 50160.9, 12567.7, 44702.4, 18970.1
1253, 46300.1, 9680.8, 42324.5, 16081.6, 64151.3, -9072.96, -35749, 52488.8
1254, 55354.7, -31083.1, 29120.8, -35354.8, 53369.2, 33435.2, -33447.4, -24731.3
1255, 51177.6, 33236.8, -22066.4, -32055.2, 127823, -23483.2, 31862.4, -121540
1256, 28757.4, -28678.4, -109.63, -2127.67, 150375, 12282.4, 56479.2, -138823
1257, 153950, 13671.6, 30806.8, 150215, 83790.9, -33061.9, -31673.7, 70175.5
1258, 45920.6, 8897.13, 32539.3, -31156.8, 68701.7, -19207.7, -58318.1, -30821.8
1259, 56796.5, -40386.5, -2179.46, -39875.1, 155752, 23750.1, -42413.5, -147972
1260, 40288.5, 14020.4, -28706.3, -24546.6, 106550, 9343.89, -43343.8, 96885.6
1261, 35244.9, 1489.43, -34268.7, 8101.85, 64587, -5700.22, 37218.5, -52476.4
1262, 40076.4, -18678.5, -33142, 12603.2, 108180, 32444.4, 4884.27, 103085
1263, 216716, 43934.1, -16495.4, 211574, 260771, -43088, -27171.1, 255748
1264, 179397, 42135.5, -17017.6, -173546, 57104.6, -34423.4, 5450.08, -45235.6
1265, 151613, 26398.2, -37358.4, 144548, 253057, -16439.7, 41481.8, 249092
1266, 34562.6, 15987.8, -29767.5, -7270.39, 67729.4, -12352.2, 35364, 56427.7
1267, 59742.1, 34577.5, 12356, -47125.8, 170082, -39310.8, -12987.1, -164966
1268, 84945.9, -1118.47, 53568, 65916.8, 35594.5, 19441.5, -29768, 1692.24
1269, 48657.2, -45382.9, -16449.6, 6109.03, 187650, 57753, 5416.78, 178459
1270, 43930.4, -31006.8, -13290.4, -28139.4, 47202.8, 33905.1, 21268.5, 25024
1271, 108778, -35299.4, 14602, -101850, 37271.9, 32726.9, -13647.2, -11484.5
1272, 31164.7, -21520, -14977.8, 16846.1, 190959, 38651.5, 5257.46, 186933
1273, 78702.7, 53611, 6860.79, 57209.3, 63532, -35560.9, -12465.9, 51150.2
1274, 218273, -42769.3, -32864.3, 211504, 395587, 20292.9, -116236, 377579
1275, 41371.5, 9694.33, 33192.1, 22713.5, 50950.2, -14834.8, -40295.1, -27425.5
1276, 75633.1, 42129.8, 31528.7, -54326.6, 56985.3, -28661.2, -30473.5, -38694
1277, 248762, -48778.1, 12964.2, -243588, 98750.4, 46635.7, -6469.24, -86803.8
1278, 56882.9, -33221.7, -26824.5, -37582.4, 155389, 24593.3, 13491.3, -152836
1279, 47625.1, -44078.8, -9154.52, 15537.3, 66422.2, 37403.4, 15971.3, 52514.9
1280, 94128, -21583, 40140.8, -82358.9, 79163.8, 36044.8, -28814.9, -64322.6
1281, 66952.2, -31986, 29796.2, -50711.7, 61365.4, 40115.8, -26442.2, -38173.8
1282, 92030.1, -18110.1, -54867.5, -71631.9, 65409.4, 16924.5, 30919.3, -55099.4
1283, 112823, -45842, -2006.21, 103070, 177885, 40205.2, 6847.7, 173147
1284, 62147.3, 43122.6, -37242.5, -24813.9, 40782, -38452.4, 10079.4, -9110.06
1285, 152870, 34923.6, -14867.3, 148083, 52990.6, -36763.2, -26.1517, 38163.7
1286, 110264, 14236.3, -28016.9, -105691, 38392.3, -11611.6, 34874.4, -11086.7
1287, 183523, -1069.53, -39758.2, 179162, 168593, 3081.55, 47174.9, 161829
1288, 65315.5, -3505.9, -45970.7, 46265.8, 45902.5, 9090.25, 42825.4, 13798.1
1289, 58214.5, -20133.8, 38117.2, 39123.4, 55264.1, 40507.5, -22488.1, 30125.7
1290, 78753.3, -20843.7, 33278, 68265.7, 39671, 28060.7, -27672.2, 4542.35
1291, 160256, -7454.3, 38040.8, -155497, 275902, 3660.39, -52653.4, -270807
1292, 97980, -22953.3, -20496.8, 93022.1, 49215, 27970, 33821.3, 22269.1
1293, 289862, -60167.5, 7512.83, -283449, 81753.1, 29785.7, -8717.54, -75633.3
1294, 105805, -31257.4, 46555.3, 89723.7, 117627, -43939, -39117.7, 101859
1295, 135771, 6120.07, 42801.5, -128703, 123246, -13518.1, -46360.5, -113391
1296, 49327.3, -40469.2, -20203.6, -19678.6, 42756.4, 33993.1, 20452.4, 15946.2
1297, 56048.3, 44503.9, 1306.19, -34045.7, 51747.8, -43725.2, -1962.13, -27606
1298, 54107.5, 31531.8, 27306.3, -34463.5, 51399.6, -40997.1, -23976.9, -19653.7
1299, 151421, -20805.6, -30740.6, -146801, 79656.2, 23201.9, 37851.1, -66136.8
1300, 56480.5, 45882.9, -5669.27, -32444.8, 41881.1, -37465.7, -6005.34, -17727.9
1301, 191747, -48510.6, 10886.6, -185189, 96565.3, 32193.3, -23655.1, -87914.1
1302, 111849, 40958.8, 4674.61, 103975, 158765, -50527.2, 3683.18, 150465
1303, 179883, -31511, 1142.01, -177098, 56695.9, 36697.4, 353.378, -43215.8
1304, 155682, -24699.9, 28257.8, 151090, 92350.9, -12985.8, -52922, 74560.9
1305, 49504.9, -46425.2, 7832.22, 15299.9, 40916.4, 37829.3, -13975.4, 6912.41
1306, 47279, 23981.7, 33302.6, 23475.9, 72366.2, -18015.8, -32210.1, 62247.9
1307, 78215.1, -23870.9, -33905.8, -66318.8, 127054, 26636.3, 38188.5, -118216
1308, 130349, -30749.5, -9508, 126313, 35795.9, 31952.6, 10707.8, 12071.6
1309, 46241.9, 34714.9, 26730.4, -14787.8, 55755.3, -29477.6, -41861.4, 22076.2
1310, 58239, 14818.9, 51614.2, 22542.3, 34728.9, -15040.4, -29604, -10172.8
1311, 46610.6, 34499.3, 16340.8, -26745.5, 50288.1, -45685, -17022.4, 12329.5
1312, 80400.9, 890.989, 40075.4, 69695.5, 184985, 10452.3, -48022.3, 178337
1313, 125722, -8976.7, -62327.5, -108815, 40435.4, -13881.3, 34289, -16327.8
1314, 72117.3, 3882.25, -36539.8, -62053.8, 32185.7, -5468.32, 28428.8, 14065
1315, 81365, -48562.8, -11294.6, -64298.9, 68484.2, 36707.6, 2471.12, -57762.8
1316, 144002, -53955.3, -5587.27, -133395, 92285.4, 45701.8, 26277.9, -75745.7
1317, 81921.9, 16203.8, 28705, 74997.7, 209606, -44870.8, -32606.4, 202134
1318, 81591.7, -12821.9, 42193.2, 68647.9, 139714, 9250.3, -43207.3, 132543
1319, 68944.2, -2549.9, 36471.3, -58452.1, 205178, -12701.5, -43960.4, -200011
1320, 238475, -37890.4, 16973.6, -234833, 52620.1, 33542.1, 9975.51, -39297.4
1321, 302685, -188378, -82356.6, -222147, 48147.1, -25814.7, -38805.1, -12079.4
1322, 210446, -40117.5, -11543.3, 206264, 40680.9, 28072, 10541.9, 27491.1
1323, 67526.5, -64346.7, -17702.3, 10293.2, 33731.8, 26541.5, 20403.1, -4134.37
1324, 49672.3, 11111.3, 29835.9, -38127.3, 149183, -26466.9, -42302.1, -140590
1325, 64575.7, -10904.9, 40832.2, 48824.6, 216313, -33996.6, -20347.7, 212654
1326, 182276, 40191.5, 21368, 176501, 122696, -45354.1, -980.956, 114001
1327, 100541, 2397.25, -29661.5, -96036, 30770.6, -7669.12, 29765.3, 1429.9
1328, 65938.5, -7849.17, 56411.9, 33225.9, 51661.7, -3200.16, -38584.7, 34203.9
1329, 36174.4, 21856.9, -26826.9, 10544.3, 62971, -34376.2, 28280.4, -44540.3
1330, 154992, -41241.7, 16129.1, 148531, 75087, 40933.7, -14414.7, 61275.6
1331, 39926.5, 33879.4, 18231.9, 10672.7, 92194.2, 39449, -77722.3, -30046.4
1332, 52063, 41679.9, 14706.8, 27514.6, 55393.5, -45764.2, -12817.2, 28456.9
1333, 222767, -52280, 8425.36, 216382, 65076.2, 32454.3, 9505.87, 55599.2
1334, 70596.3, -4688.08, 37163, 59839.5, 88228.2, 10931.4, -53402.8, 69374.8
1335, 142036, 56348.7, 38934.5, 124431, 59761.7, -23834, -19762.2, 51116.2
1336, 64756.7, 33706.3, -54976, 5912.35, 42285.7, 1910.26, 30919.2, -28782.6
1337, 43255.2, -31514.3, 25882.7, 14420.5, 48283.6, 33005.1, -28658.5, -20510.1
1338, 45759, -22638.4, 32290.6, -23210.2, 46064.9, 15902.6, -41005.8, 13697.2
1339, 129129, 10443.3, -42198.1, -121592, 73187.8, -7314.49, 42548.6, -59097.9
1340, 217733, -33404.1, -50974.5, -209030, 76158, 8761.07, 29547.3, -69643.7
1341, 53631.3, -11317.3, -28262.4, 44152.9, 207624, 2313.16, 61894.8, 198170
1342, 147499, -10141.9, -39316.2, 141800, 145212, 11291.8, 44736, 137687
1343, 87918.5, -24664.1, 24120.5, -80867.4, 31993.3, 9001.94, 26374.2, 15714.4
1344, 35839.1, 32973.6, 7774.92, -11693.4, 68311.8, -46158.2, -17785.8, 47112.5
1345, 219854, -21025.5, -39699.4, 215215, 279966, 42137.4, 31422.1, 274987
1346, 31275.3, -23278.2, 10354.8, -18139.6, 118765, -52852.2, -90889.7, 55234.6
1347, 34938.8, 28987.2, -18115.8, 7230.59, 67855.1, -27635.2, 20808.2, -58374.8
